NAME,NAMELSAD,wui_area,cdp_area,pct_wui_area
Rio Linda,Rio Linda CDP,242004.82261118153,25710392,1
Rio Vista,Rio Vista city,3527699.9935069745,17094324,21
Rio del Mar,Rio del Mar CDP,7155749.529551961,7770134,92
River Pines,River Pines CDP,522415.4953493185,524419,100
Rivergrove,Rivergrove CDP,1667532.895522994,1703927,98
Riverside,Riverside city,83053159.88190289,210387809,39
Robinson Mill,Robinson Mill CDP,3116443.8783045495,3411263,91
Rocklin,Rocklin city,36866044.27879663,51307151,72
Rodeo,Rodeo CDP,5773858.400090583,9741095,59
Rohnert Park,Rohnert Park city,11354464.966242876,18870233,60
Rolling Hills,Rolling Hills CDP,1294931.382264662,1555414,83
Rollingwood,Rollingwood CDP,437613.45697007724,447766,98
Romoland,Romoland CDP,5400066.584795822,6848698,79
Rosamond,Rosamond CDP,43987653.80248982,134992549,33
Rose Hills,Rose Hills CDP,1128790.4095969992,1128791,100
Rosedale,Rosedale CDP,1126662.5999377058,75813312,1
Rosemont,Rosemont CDP,3821565.4516259036,11361196,34
Roseville,Roseville city,16913970.92385107,114162282,15
Ross,Ross town,3751083.2281517335,4036002,93
Rough and Ready,Rough and Ready CDP,7621924.900843699,8217852,93
Round Mountain,Round Mountain CDP,2609365.629410789,4342857,60
Round Valley,Round Valley CDP,2608317.815189425,36227887,7.000000000000001
Rowland Heights,Rowland Heights CDP,29002573.537888262,33868441,86
Rumsey,Rumsey CDP,2680160.8543243194,6338948,42
Running Springs,Running Springs CDP,7095356.018824954,10888685,65
Ruth,Ruth CDP,11312013.688688172,100658842,11
Rutherford,Rutherford CDP,3076940.03611781,4350420,71
Sacramento,Sacramento city,777615.0251740547,255399993,0
Sage,Sage CDP,68677581.45562348,176799322,39
Salinas,Salinas city,2445861.7137542223,60903234,4
Salmon Creek,Salmon Creek CDP,2885758.129882255,2885757,100
Salton City,Salton City CDP,4041834.0456025125,55521880,7.000000000000001
Salton Sea Beach,Salton Sea Beach CDP,749926.9402585593,780215,96
Salyer,Salyer CDP,7357875.143339763,13662482,54
San Andreas,San Andreas CDP,16539436.911206216,21730446,76
San Anselmo,San Anselmo town,6034180.155746237,6928816,87
San Antonio Heights,San Antonio Heights CDP,5565769.779015094,6334954,88
San Ardo,San Ardo CDP,668004.2367618375,1163657,56.99999999999999
San Bernardino,San Bernardino city,50682781.98361951,160920195,31
San Bruno,San Bruno city,9081377.216655387,14215362,64
San Buenaventura (Ventura),San Buenaventura (Ventura) city,32866751.00605043,56681176,57.99999999999999
San Carlos,San Carlos city,4025671.8188124625,14016664,28.999999999999996
San Clemente,San Clemente city,35764833.240458,47542789,75
San Diego,San Diego city,196647231.66842473,844036546,23
San Diego Country Estates,San Diego Country Estates CDP,29924222.36931915,43471183,69
San Dimas,San Dimas city,7307068.359247289,38933497,19
San Fernando,San Fernando city,1346212.5002599051,6149607,22
San Francisco,San Francisco city,6708601.894867526,121507089,6
San Geronimo,San Geronimo CDP,1630524.7227358648,3906938,42
San Jacinto,San Jacinto city,22969698.015668314,67229022,34
San Jose,San Jose city,109833894.61511604,461691712,24
San Juan Bautista,San Juan Bautista city,1934362.2160387137,2032272,95
San Juan Capistrano,San Juan Capistrano city,19471409.44659077,37374655,52
San Leandro,San Leandro city,5553420.288880413,34505967,16
San Lucas,San Lucas CDP,663629.5148204106,1020818,65
San Luis Obispo,San Luis Obispo city,23169008.5261671,34458922,67
San Marcos,San Marcos city,30409848.665636625,63078630,48
San Martin,San Martin CDP,27955336.72207147,30043758,93
San Mateo,San Mateo city,1248972.2498469206,31426840,4
San Miguel,San Miguel CDP,5367992.538492643,4350219,123
San Pablo,San Pablo city,2607373.1349393474,6797163,38
San Rafael,San Rafael city,23760375.717373114,42960192,55.00000000000001
San Ramon,San Ramon city,40522510.010726325,48392897,84
San Simeon,San Simeon CDP,2006552.046697192,2063264,97
Sand City,Sand City city,158097.5601826514,1416996,11
Santa Barbara,Santa Barbara city,18923666.262475193,50523520,37
Santa Clarita,Santa Clarita city,136467085.96430072,183249692,74
Santa Cruz,Santa Cruz city,19528249.71263226,32996599,59
Santa Margarita,Santa Margarita CDP,1292543.7852447054,1340019,96
Santa Maria,Santa Maria city,12052727.55688261,59078451,20
Santa Monica,Santa Monica city,2670393.182684673,21782142,12
Santa Nella,Santa Nella CDP,5798523.71248353,12128897,48
Santa Paula,Santa Paula city,12571492.774605896,14323012,88
Santa Rosa,Santa Rosa city,52721453.14640026,110145874,48
Santa Rosa Valley,Santa Rosa Valley CDP,15137789.444124414,18685063,81
Santa Susana,Santa Susana CDP,3099821.4539097273,3250193,95
Santa Venetia,Santa Venetia CDP,3435351.7653339365,9489702,36
Santa Ynez,Santa Ynez CDP,11666570.544739937,12510425,93
Santee,Santee city,29784699.572856978,42831662,70
Saranap,Saranap CDP,1421989.927391331,2939536,48
Saratoga,Saratoga city,22647981.856716212,33098915,68
Saticoy,Saticoy CDP,545076.2744538804,968248,56.00000000000001
Sattley,Sattley CDP,674568.6348592562,5302767,13
Sausalito,Sausalito city,3281317.6790643027,4568773,72
Scotia,Scotia CDP,617088.667553833,1932251,32
Scotts Valley,Scotts Valley city,10845156.950180015,11961717,91
Sea Ranch,Sea Ranch CDP,38378926.625451766,41742090,92
Seacliff,Seacliff CDP,1198118.478670779,1890210,63
Searles Valley,Searles Valley CDP,7475821.421536544,27186893,27
Seaside,Seaside city,12645614.936407613,23111409,55.00000000000001
Sebastopol,Sebastopol city,3631649.387993969,4874901,74
Sequoia Crest,Sequoia Crest CDP,2441827.4545152932,2646709,92
Sereno del Mar,Sereno del Mar CDP,1821434.3813511026,1909750,95
Seville,Seville CDP,576497.3933104166,712368,81
Shandon,Shandon CDP,6729803.730215245,7639224,88
Shasta,Shasta CDP,14970610.071258698,28325227,53
Shasta Lake,Shasta Lake city,22947780.169556722,28290264,81
Shaver Lake,Shaver Lake CDP,46051210.75457247,83623481,55.00000000000001
Shell Ridge,Shell Ridge CDP,1114549.676133423,1114550,100
Shelter Cove,Shelter Cove CDP,10924188.146875499,15098010,72
Sheridan,Sheridan CDP,13428271.020412441,66129143,20
Shingle Springs,Shingle Springs CDP,20502201.420970935,21235230,97
Shingletown,Shingletown CDP,35939469.188104786,63570619,56.99999999999999
Shoshone,Shoshone CDP,68997.35039064035,74361294,0
Sierra Brooks,Sierra Brooks CDP,1471960.0344456444,3549115,41
Sierra City,Sierra City CDP,2889848.767464197,5569937,52
Sierra Madre,Sierra Madre city,6032408.901532136,7643251,79
Sierra Village,Sierra Village CDP,4261681.231570995,6661587,64
Sierraville,Sierraville CDP,3049054.316869102,13002077,23
Silver City,Silver City CDP,302351.4171340626,302352,100
Silver Lakes,Silver Lakes CDP,7513642.674469835,13560375,55.00000000000001
Silverado,Silverado CDP,8001130.396463764,14812702,54
Silverado Resort,Silverado Resort CDP,4896980.952149827,4896980,100
Simi Valley,Simi Valley city,85923865.12241925,107601139,80
Sisquoc,Sisquoc CDP,171933.29354042525,5775123,3
Sky Valley,Sky Valley CDP,19388517.990913223,62985642,31
Sleepy Hollow,Sleepy Hollow CDP,6350742.6188002275,7680833,83
Smartsville,Smartsville CDP,1746203.524558438,1856958,94
Smith River,Smith River CDP,4564643.955667512,11461740,40
Snelling,Snelling CDP,1393283.0877293197,1399517,100
Soda Bay,Soda Bay CDP,3014040.400166258,3327990,91
Soda Springs,Soda Springs CDP,773395.4977946507,872163,89
Soledad,Soledad city,4745980.885640671,11551909,41
Solvang,Solvang city,5514000.353324329,6281307,88
Sonoma,Sonoma city,6149007.941062446,7105863,87
Sonoma State University,Sonoma State University CDP,273256.0755657917,1081020,25
Sonora,Sonora city,7190705.885146352,8190966,88
Soquel,Soquel CDP,10916089.079936557,11905335,92
Soulsbyville,Soulsbyville CDP,6823262.109522813,7796211,88
South El Monte,South El Monte city,173814.06559396136,7364933,2
South Lake Tahoe,South Lake Tahoe city,20384715.628395736,26387187,77
South Oroville,South Oroville CDP,6214463.538243608,6881705,90
South San Francisco,South San Francisco city,15281184.01588143,23835620,64
South Taft,South Taft CDP,2768871.1364897876,2786790,99
South Whittier,South Whittier CDP,459724.21364131925,13824727,3
Spaulding,Spaulding CDP,4631039.041921856,8621924,54
Spreckels,Spreckels CDP,299077.46802213136,316377,95
Spring Garden,Spring Garden CDP,371619.2497554557,1692573,22
Spring Valley,Spring Valley CDP,16057825.101235585,12780930,126
Spring Valley Lake,Spring Valley Lake CDP,4708459.535506698,7833090,60
Springville,Springville CDP,3906345.939384537,3933608,99
Squaw Valley,Squaw Valley CDP,80665883.9701559,164758384,49
Squirrel Mountain Valley,Squirrel Mountain Valley CDP,4663886.654112287,4663884,100
St. Helena,St. Helena city,11272529.35155434,12832970,88
Stallion Springs,Stallion Springs CDP,28364157.549432907,35163160,81
Stanford,Stanford CDP,4415364.496775105,7123691,62
Stevenson Ranch,Stevenson Ranch CDP,14834773.874245113,16607591,89
Stevinson,Stevinson CDP,486587.102166784,2927390,17
Stinson Beach,Stinson Beach CDP,1495852.4676830454,2311064,65
Stirling City,Stirling City CDP,3048649.2773258924,3048650,100
Stockton,Stockton city,512178.50996318983,161115474,0
Stones Landing,Stones Landing CDP,2358882.2446702304,5494204,43
Stonyford,Stonyford CDP,2606886.993699298,3636119,72
Strathmore,Strathmore CDP,89655.65016752138,3655054,2
Strawberry,Strawberry CDP,2818752.7525754096,1350627,209
Sugarloaf Saw Mill,Sugarloaf Saw Mill CDP,163205.01180325384,252263,65
Sugarloaf Village,Sugarloaf Village CDP,121457.26406669326,173648,70
Suisun City,Suisun City city,8567344.442375999,10373861,83
Summerland,Summerland CDP,3249462.077778063,3618069,90
Sun Village,Sun Village CDP,21740174.401092626,27981975,78
Sunny Slopes,Sunny Slopes CDP,1331213.741252546,4879001,27
Sunnyside-Tahoe City,Sunnyside-Tahoe City CDP,5715128.782402923,9016274,63
Sunnyvale,Sunnyvale city,143937.6734946018,57135716,0
Sunol,Sunol CDP,5466827.449976587,73192610,7.000000000000001
Susanville,Susanville city,8536663.149683548,20507839,42
Sutter,Sutter CDP,3847898.7548636575,7835375,49
Sutter Creek,Sutter Creek city,3874837.4671242554,6988164,55.00000000000001
Swall Meadows,Swall Meadows CDP,3448975.595678885,11555635,30
Taft,Taft city,5482947.118485323,39552120,14.000000000000002
Taft Heights,Taft Heights CDP,761090.2973658507,766308,99
Tahoe Vista,Tahoe Vista CDP,5214084.385848703,7033550,74
Tahoma,Tahoma CDP,4285748.70100196,6717203,64
Talmage,Talmage CDP,3277194.2293371893,4117638,80
Tamalpais-Homestead Valley,Tamalpais-Homestead Valley CDP,6322277.712265496,12135246,52
Tancred,Tancred CDP,571024.9634546796,4172360,14.000000000000002
Taylorsville,Taylorsville CDP,2182945.6212369762,8409829,26
Tecopa,Tecopa CDP,1027178.2675222129,48145645,2
Tehachapi,Tehachapi city,14611992.666758709,26563140,55.00000000000001
Tehama,Tehama city,24943.047446831777,2057210,1
Temecula,Temecula city,41771051.569644004,96522049,43
Temelec,Temelec CDP,2862948.2695644586,4112404,70
Temescal Valley,Temescal Valley CDP,29719197.68675058,50094238,59
Templeton,Templeton CDP,15977184.37578994,20484545,78
Tennant,Tennant CDP,837256.8714727415,878560,95
Terra Bella,Terra Bella CDP,584782.905008914,5668356,10
Teviston,Teviston CDP,167183.3198137571,5657720,3
Thermal,Thermal CDP,168997.3956392663,24303229,1
Thermalito,Thermalito CDP,15765336.096907835,32965416,48
Thousand Oaks,Thousand Oaks city,83158738.8167254,143114080,57.99999999999999
Three Rivers,Three Rivers CDP,58302338.3222622,80245468,73
Tiburon,Tiburon town,84845.85883461041,11603822,1
Timber Cove,Timber Cove CDP,9988505.672486806,14637533,68
Tobin,Tobin CDP,136529.72095912186,13367665,1
Tomales,Tomales CDP,859286.2748079571,859286,100
Tonyville,Tonyville CDP,130782.95859808255,130784,100
Tooleville,Tooleville CDP,172928.16591761427,172928,100
Topanga,Topanga CDP,29958740.479606804,49538336,60
Topaz,Topaz CDP,5943188.465528485,31537286,19
Toro Canyon,Toro Canyon CDP,11699681.956613258,24312959,48
Trabuco Canyon,Trabuco Canyon CDP,16205718.523918793,18861606,86
Tracy,Tracy city,6688226.18811553,67052560,10
Tres Pinos,Tres Pinos CDP,4394818.03108187,9327895,47
Trinidad,Trinidad city,800246.2859646243,1255850,64
Trinity Center,Trinity Center CDP,4571772.803660578,13547616,34
Trinity Village,Trinity Village CDP,3452745.810948098,10394620,33
Trona,Trona CDP,116550.63875164306,24076929,0
Truckee,Truckee town,59244380.42298387,83740315,71
Tuolumne City,Tuolumne City CDP,5698350.729421622,6101298,93
Tupman,Tupman CDP,1367277.4636578169,1367277,100
Turlock,Turlock city,20928.720377781898,43783169,0
Tustin,Tustin city,538046.9767395335,28906972,2
Tuttletown,Tuttletown CDP,16074619.54190997,19038413,84
Twain,Twain CDP,844837.6034668406,18622693,5
Twain Harte,Twain Harte CDP,9314937.724260874,9579417,97
Twentynine Palms,Twentynine Palms city,47404868.76646215,152157672,31
Twin Lakes,Twin Lakes CDP,3216392.3232309544,10798571,30
Ukiah,Ukiah city,9843817.408496104,12390978,79
Union City,Union City city,10466773.589455808,49682931,21
University of California-Santa Barbara,University of California-Santa Barbara CDP,254598.03715430273,3363537,8
Upland,Upland city,6472923.50803451,40363418,16
Upper Lake,Upper Lake CDP,4396455.657023505,4439947,99
Vacaville,Vacaville city,28761612.024512503,77363273,37
Val Verde,Val Verde CDP,4628533.085040842,6644174,70
Valle Vista,Valle Vista CDP,16154011.316540996,17771963,91
Vallecito,Vallecito CDP,5069767.159470166,5406010,94
Vallejo,Vallejo city,32929120.52209801,78788150,42
Valley Acres,Valley Acres CDP,4445018.386510708,10677289,42
Valley Center,Valley Center CDP,62757647.01659806,71083460,88
Valley Ford,Valley Ford CDP,765672.4632144098,6842484,11
Valley Ranch,Valley Ranch CDP,2421973.334115802,2945415,82
Valley Springs,Valley Springs CDP,9069431.817057941,10344077,88
Vandenberg AFB,Vandenberg AFB CDP,9919023.058203269,57997811,17
Vandenberg Village,Vandenberg Village CDP,12366963.671078704,13649867,91
Verdi,Verdi CDP,1891613.5982036148,10808119,18
Victorville,Victorville city,74846808.47039548,190908178,39
Villa Park,Villa Park city,1853866.3335064563,5380384,34
Vina,Vina CDP,981144.2759022882,3501362,28.000000000000004
Vine Hill,Vine Hill CDP,1174339.3011984346,3890261,30
Vineyard,Vineyard CDP,39783827.44331135,48558204,82
Virginia Lakes,Virginia Lakes CDP,658748.6155860334,3741522,18
Vista,Vista city,15329183.148575306,48556164,32
Vista Santa Rosa,Vista Santa Rosa CDP,2869183.7528897356,41629806,7.000000000000001
Volcano,Volcano CDP,3565579.474049686,3626954,98
Volta,Volta CDP,2158749.180391956,11318388,19
Walker,Walker CDP,13752116.126077296,31473072,44
Wallace,Wallace CDP,3918802.8657674827,11114771,35
Walnut,Walnut city,1381779.600315822,23281857,6
Walnut Creek,Walnut Creek city,29076968.66016531,51179061,56.99999999999999
Warm Springs,Warm Springs CDP,3211917.1128117135,3661985,88
Warner Valley,Warner Valley CDP,5373212.91737697,45059297,12
Washington,Washington CDP,1624241.496026775,4922969,33
Watsonville,Watsonville city,2605552.509130364,17370216,15
Wautec,Wautec CDP,352822.46662702295,5973832,6
Wawona,Wawona CDP,2555207.2704112795,2786953,92
Weaverville,Weaverville CDP,20525268.840067666,33363065,62
Weed,Weed city,6618983.552998862,12479111,53
Weitchpec,Weitchpec CDP,3567508.951034167,9919744,36
Weldon,Weldon CDP,24756489.43721477,69057891,36
Weott,Weott CDP,877329.4356247413,1946274,45
West Bishop,West Bishop CDP,5319250.4923876375,22684470,23
West Covina,West Covina city,2854517.0802934254,41535627,7.000000000000001
West Menlo Park,West Menlo Park CDP,1250286.9278968507,1256177,100
West Point,West Point CDP,6964724.293553988,7677757,91
West Sacramento,West Sacramento city,29066.649658431852,55606617,0
West Whittier-Los Nietos,West Whittier-Los Nietos CDP,1105282.186656014,6527742,17
Westhaven-Moonstone,Westhaven-Moonstone CDP,17283274.907251213,20963594,82
Westlake Village,Westlake Village city,7184189.596681574,13434930,53
Westwood,Westwood CDP,4466333.9292662535,14392892,31
Wheatland,Wheatland city,175351.27230313275,21035375,1
Whitehawk,Whitehawk CDP,3778661.9525336972,6693778,56.00000000000001
Whitewater,Whitewater CDP,4411580.059025716,25581193,17
Whitley Gardens,Whitley Gardens CDP,1846650.019720654,3396918,54
Whitmore,Whitmore CDP,7087048.235116697,16909590,42
Whittier,Whittier city,23322323.546438124,37939345,61
Wildomar,Wildomar city,51159624.85711409,61393217,83
Wilkerson,Wilkerson CDP,7203301.049241423,14833037,49
Williams Canyon,Williams Canyon CDP,1414649.719243809,1465500,97
Willits,Willits city,5489665.614467037,7296486,75
Willow Creek,Willow Creek CDP,14367551.332703987,78501415,18
Wilsonia,Wilsonia CDP,683092.7923232418,705824,97
Wilton,Wilton CDP,59475320.634410396,75115869,79
Winchester,Winchester CDP,19168951.417570945,20745739,92
Windsor,Windsor town,11696102.548731014,19260063,61
Winter Gardens,Winter Gardens CDP,1528079.198365269,11447561,13
Winters,Winters city,3478762.60074173,7601165,46
Winton,Winton CDP,36049.080767092724,7875727,0
Wofford Heights,Wofford Heights CDP,10713118.385074148,16579394,65
Woodacre,Woodacre CDP,2758489.625143236,4653150,59
Woodcrest,Woodcrest CDP,9030036.110714778,29461909,31
Woodlake,Woodlake city,4601730.941102183,6770314,68
Woodlands,Woodlands CDP,2235552.681404362,4279720,52
Woodside,Woodside town,24097084.901590776,29697449,81
Woody,Woody CDP,2818424.7988248058,10453539,27
Wrightwood,Wrightwood CDP,9690033.499828415,15414197,63
Yankee Hill,Yankee Hill CDP,6108280.8214979805,15609188,39
Yermo,Yermo CDP,1557429.829436248,1680240,93
Yettem,Yettem CDP,104446.9288880235,284865,37
Yorba Linda,Yorba Linda city,29281857.625716433,51679911,56.99999999999999
Yosemite Lakes,Yosemite Lakes CDP,48422084.09073065,54136050,89
Yosemite Valley,Yosemite Valley CDP,1781179.8298450147,5330276,33
Yosemite West,Yosemite West CDP,703032.9045500578,708714,99
Yountville,Yountville city,796398.8395526573,3852452,21
Yreka,Yreka city,19600605.36557405,25861889,76
Yucaipa,Yucaipa city,52963647.26711846,73216674,72
Yucca Valley,Yucca Valley town,74902143.18108667,103161847,73
Zayante,Zayante CDP,5104234.684037955,7308969,70
