FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,GIS_ACRES,STATEFP,PLACEFP,PLACE_FIPS,PLACE_NAME,PLACE_NAME_TYPE,COUNTYFP,CNTY_FIPS,CNTY_NAME,CNTY_NAME_TYPE,Shape_Length,Shape_Area
SPLAWN,5698,2022-10-19,2022-10-19,14,7.1184506,6,43126,643126,Lookout,Lookout CDP,49,6049,Modoc,Modoc County,1121.660244,28807.34848
NELSON,18021,2022-10-05,2022-10-05,2,60.1140251,6,20270,620270,Durham,Durham CDP,7,6007,Butte,Butte County,2043.495196,243272.8342
MARMOT,572,2022-08-02,2022-08-08,14,126.60289,6,78638,678638,Three Rivers,Three Rivers CDP,107,6107,Tulare,Tulare County,3553.146997,512343.7269
PEBBLE,12216,2022-07-31,2022-08-03,15,54.41259,6,73794,673794,Squaw Valley,Squaw Valley CDP,19,6019,Fresno,Fresno County,2738.772895,220199.9471
MILL,7568,2022-09-02,2022-09-11,14,3939.382324,6,83850,683850,Weed,Weed city,93,6093,Siskiyou,Siskiyou County,64176.68335,15942114.38
MILL,7568,2022-09-02,2022-09-11,14,3939.382324,6,21530,621530,Edgewood,Edgewood CDP,93,6093,Siskiyou,Siskiyou County,64176.68335,15942114.38
MILL,7568,2022-09-02,2022-09-11,14,3939.382324,6,39728,639728,Lake Shastina,Lake Shastina CDP,93,6093,Siskiyou,Siskiyou County,64176.68335,15942114.38
WOODS,11241,2022-09-01,2022-09-03,14,22.1700974,6,37106,637106,Jamestown,Jamestown CDP,109,6109,Tuolumne,Tuolumne County,1971.80673,89719.19985
CAVE,2908,2019-11-25,2019-12-14,7,2597.292725,6,20574,620574,Eastern Goleta Valley,Eastern Goleta Valley CDP,83,6083,Santa Barbara,Santa Barbara County,48497.58058,10510871.2
BRANDIE,15471,2022-06-11,2022-06-19,2,71.8784943,6,42412,642412,Loma Rica,Loma Rica CDP,115,6115,Yuba,Yuba County,2839.094088,290881.9468
SHERIDAN,16836,2022-06-24,2022-06-25,10,55.7146873,6,71414,671414,Sheridan,Sheridan CDP,61,6061,Placer,Placer County,3624.029244,225469.3364
BUTTERFIELD,18198,2022-07-07,2022-07-13,14,12.3675528,6,80588,680588,Truckee,Truckee town,57,6057,Nevada,Nevada County,1078.607961,50049.70917
BAYBERRY,18341,2022-07-08,2022-07-18,7,30.1102104,6,42412,642412,Loma Rica,Loma Rica CDP,115,6115,Yuba,Yuba County,1499.459516,121851.6994
RIOSA,19279,2022-07-17,2022-07-17,3,37.5612869,6,71414,671414,Sheridan,Sheridan CDP,61,6061,Placer,Placer County,2128.365498,152005.1287
AIRPORT,20642,2022-07-30,2022-07-30,14,38.264431,6,41474,641474,Lincoln,Lincoln city,61,6061,Placer,Placer County,1665.08612,154850.6569
NADER,25780,2022-09-17,2022-09-19,10,16.1701908,6,71414,671414,Sheridan,Sheridan CDP,61,6061,Placer,Placer County,2062.291125,65438.43685
COASTAL,60975,2022-05-05,2022-05-17,11,202.0907593,6,39248,639248,Laguna Niguel,Laguna Niguel city,59,6059,Orange,Orange County,7494.762877,817832.3027
COASTAL,60975,2022-05-05,2022-05-17,11,202.0907593,6,39178,639178,Laguna Beach,Laguna Beach city,59,6059,Orange,Orange County,7494.762877,817832.3027
KING,2925,2022-05-25,2022-05-26,7,79.6081848,6,38520,638520,King City,King City city,53,6053,Monterey,Monterey County,5373.727481,322162.88
ROBERT,98701,2022-07-09,2022-07-09,14,2.6538365,6,10928,610928,Canyon Lake,Canyon Lake city,65,6065,Riverside,Riverside County,566.2557478,10739.69568
HART,29807,2022-06-24,2022-06-24,14,1.5668714,6,37946,637946,Keene,Keene CDP,29,6029,Kern,Kern County,465.8895843,6340.903772
CUMMINGS,45788,2022-09-21,2022-09-21,14,1.3122474,6,37946,637946,Keene,Keene CDP,29,6029,Kern,Kern County,430.6006996,5310.476601
BEAR,25681,2022-06-01,2022-06-02,10,15.9505825,6,37946,637946,Keene,Keene CDP,29,6029,Kern,Kern County,1103.855754,64549.7186
CENTER,19315,2022-04-26,2022-04-26,14,13.8471079,6,20903,620903,East Niles,East Niles CDP,29,6029,Kern,Kern County,1027.28594,56037.25795
RANGE,25967,2022-06-03,2022-06-03,14,93.0788803,6,4734,604734,Bear Valley Springs,Bear Valley Springs CDP,29,6029,Kern,Kern County,2404.529744,376676.8535
UPLAND,26495,2022-06-06,2022-06-06,14,1.2884843,6,61108,661108,Rivergrove,Rivergrove CDP,29,6029,Kern,Kern County,348.9472267,5214.311197
KING,39799,2022-08-17,2022-08-17,14,1.5693551,6,2924,602924,Arvin,Arvin city,29,6029,Kern,Kern County,398.3027999,6350.954708
CURVE,37359,2022-08-03,2022-08-03,14,7.1324606,6,40956,640956,Lebec,Lebec CDP,29,6029,Kern,Kern County,889.7857432,28864.04314
BORDER 32,18864,2022-08-31,2022-09-05,14,4456.339844,6,58478,658478,Potrero,Potrero CDP,73,6073,San Diego,San Diego County,39908.23797,18034167.35
CAESAR,19304,2022-09-05,2022-09-05,10,47.7046165,6,59346,659346,Ramona,Ramona CDP,73,6073,San Diego,San Diego County,2605.339908,193053.7401
ALPINE,3667,2022-03-01,2022-03-01,7,18.4393768,6,48928,648928,Monte Rio,Monte Rio CDP,97,6097,Sonoma,Sonoma County,1208.113644,74621.50925
SHEEP,1704,2022-06-12,2022-06-19,14,865.137085,6,86594,686594,Wrightwood,Wrightwood CDP,71,6071,San Bernardino,San Bernardino County,12869.96912,3501085.672
AMMON,635,2022-08-05,2022-09-06,14,11464.89844,6,85642,685642,Willow Creek,Willow Creek CDP,23,6023,Humboldt,Humboldt County,48808.77207,46396797.38
CAMPBELL,616,2022-08-05,2022-09-09,14,30132.84766,6,64378,664378,Salyer,Salyer CDP,105,6105,Trinity,Trinity County,89416.50963,121943305.5
CAMPBELL,616,2022-08-05,2022-09-09,14,30132.84766,6,64378,664378,Salyer,Salyer CDP,23,6023,Humboldt,Humboldt County,89416.50963,121943305.5
CAMPBELL,616,2022-08-05,2022-09-09,14,30132.84766,6,80483,680483,Trinity Village,Trinity Village CDP,105,6105,Trinity,Trinity County,89416.50963,121943305.5
CAMPBELL,616,2022-08-05,2022-09-09,14,30132.84766,6,80483,680483,Trinity Village,Trinity Village CDP,23,6023,Humboldt,Humboldt County,89416.50963,121943305.5
CAMPBELL,616,2022-08-05,2022-09-09,14,30132.84766,6,85642,685642,Willow Creek,Willow Creek CDP,105,6105,Trinity,Trinity County,89416.50963,121943305.5
CAMPBELL,616,2022-08-05,2022-09-09,14,30132.84766,6,85642,685642,Willow Creek,Willow Creek CDP,23,6023,Humboldt,Humboldt County,89416.50963,121943305.5
VALLEY,2040,2022-08-22,2022-09-10,14,188.4808044,6,57260,657260,Pine Valley,Pine Valley CDP,73,6073,San Diego,San Diego County,6075.838942,762754.7446
MOSQUITO,1371,2022-09-07,2022-10-22,9,76771.44531,6,24834,624834,Foresthill,Foresthill CDP,61,6061,Placer,Placer County,212443.8393,310683026.6
MOSQUITO,1371,2022-09-07,2022-10-22,9,76771.44531,6,24834,624834,Foresthill,Foresthill CDP,17,6017,El Dorado,El Dorado County,212443.8393,310683026.6
CACTUS ,7448,2022-04-30,2022-05-08,9,26.4856682,6,6406,606406,Big Bear City,Big Bear City CDP,71,6071,San Bernardino,San Bernardino County,2517.10909,107183.6967
BRANSTETTER,9708,2022-08-31,2022-08-31,4,33.7793159,6,59920,659920,Redding,Redding city,89,6089,Shasta,Shasta County,1729.165943,136700.0436
PETER,7626,2022-07-14,2022-07-20,15,303.6699829,6,2042,602042,Anderson,Anderson city,89,6089,Shasta,Shasta County,8125.979515,1228908.814
FLANAGAN,2384,2022-03-04,2022-03-04,5,88.686058,6,71225,671225,Shasta Lake,Shasta Lake city,89,6089,Shasta,Shasta County,2665.165453,358899.7499
TEFT,10577,2022-07-15,2022-07-17,10,25.532444,6,51476,651476,Nipomo,Nipomo CDP,79,6079,San Luis Obispo,San Luis Obispo County,2492.662711,103326.1313
BARREL,216308,2022-06-29,2022-06-30,9,7.6089253,6,55156,655156,Palmdale,Palmdale city,37,6037,Los Angeles,Los Angeles County,1303.415767,30792.22837
CUT OFF,230119,2022-07-10,2022-07-10,14,2.5012281,6,19192,619192,Diamond Bar,Diamond Bar city,37,6037,Los Angeles,Los Angeles County,746.2844957,10122.11067
SYCAMORE,51618,2022-02-10,2022-02-11,14,3.735543,6,62860,662860,Rose Hills,Rose Hills CDP,37,6037,Los Angeles,Los Angeles County,936.0953452,15117.206
RIDGE,280336,2022-08-18,2022-08-19,14,4.8348246,6,3386,603386,Azusa,Azusa city,37,6037,Los Angeles,Los Angeles County,808.4860647,19565.84068
MUNZ,313159,2022-09-13,2022-09-14,14,1.8478206,6,21964,621964,Elizabeth Lake,Elizabeth Lake CDP,37,6037,Los Angeles,Los Angeles County,378.8847474,7477.865048
FAIRVIEW,9629,2022-07-08,2022-07-10,11,11.7399378,6,84120,684120,West Bishop,West Bishop CDP,27,6027,Inyo,Inyo County,1178.272111,47509.84208
HARBISON 2,15278,2022-07-12,2022-07-13,2,26.8574448,6,32044,632044,Harbison Canyon,Harbison Canyon CDP,73,6073,San Diego,San Diego County,1806.477048,108688.2215
FAIRVIEW,129712,2022-09-06,2022-09-30,14,28097.87305,6,33182,633182,Hemet,Hemet city,65,6065,Riverside,Riverside County,125382.2041,113708056.1
FAIRVIEW,129712,2022-09-06,2022-09-30,14,28097.87305,6,64056,664056,Sage,Sage CDP,65,6065,Riverside,Riverside County,125382.2041,113708056.1
FAIRVIEW,129712,2022-09-06,2022-09-30,14,28097.87305,6,81708,681708,Valle Vista,Valle Vista CDP,65,6065,Riverside,Riverside County,125382.2041,113708056.1
ELK TRAIL,8459,2022-05-26,2022-05-31,7,414.1107788,6,87056,687056,Yucca Valley,Yucca Valley town,71,6071,San Bernardino,San Bernardino County,11266.8619,1675846.907
WASHBURN,38,2022-07-07,2022-09-30,7,4886.123535,6,83766,683766,Wawona,Wawona CDP,43,6043,Mariposa,Mariposa County,40302.61005,19773440.16
WASHBURN,38,2022-07-07,2022-09-30,7,4886.123535,6,83766,683766,Wawona,Wawona CDP,39,6039,Madera,Madera County,40302.61005,19773440.16
CA-WSF-22000274 GRAYSON,277,2022-04-10,2022-04-10,4,182.0348969,6,30882,630882,Grayson,Grayson CDP,99,6099,Stanislaus,Stanislaus County,5866.154755,736669.1177
WILLOW 8,22623,2022-10-20,2022-10-20,14,1.3180145,6,59550,659550,Rancho San Diego,Rancho San Diego CDP,73,6073,San Diego,San Diego County,447.3136812,5333.815404
FURY,19599,2022-09-08,2022-09-08,14,1.7151043,6,37120,637120,Jamul,Jamul CDP,73,6073,San Diego,San Diego County,482.0240439,6940.781151
FURY,19599,2022-09-08,2022-09-08,14,1.7151043,6,59550,659550,Rancho San Diego,Rancho San Diego CDP,73,6073,San Diego,San Diego County,482.0240439,6940.781151
FIVE,534,2022-03-23,2022-03-23,14,0.6094487,6,66000,666000,San Diego,San Diego city,73,6073,San Diego,San Diego County,242.634543,2466.351422
MIGUEL 3,530,2021-01-07,2021-01-07,14,21.3199921,6,13392,613392,Chula Vista,Chula Vista city,73,6073,San Diego,San Diego County,1383.267727,86278.94868
CAMPO,211,2021-01-20,2021-01-20,14,8.9769936,6,73696,673696,Spring Valley,Spring Valley CDP,73,6073,San Diego,San Diego County,1179.335749,36328.6053
RIVER,560,2021-06-14,2021-06-14,4,57.3795433,6,61026,661026,Ripon,Ripon city,77,6077,San Joaquin,San Joaquin County,4423.009731,232206.778
RIVER,560,2021-06-14,2021-06-14,4,57.3795433,6,61026,661026,Ripon,Ripon city,99,6099,Stanislaus,Stanislaus County,4423.009731,232206.778
AGUA,21198,2019-10-11,2019-10-12,8,31.1285896,6,13392,613392,Chula Vista,Chula Vista city,73,6073,San Diego,San Diego County,2126.892522,125972.9358
TRESTLE,373,2019-06-02,2019-06-02,14,0.548332,6,26000,626000,Fremont,Fremont city,1,6001,Alameda,Alameda County,285.4939663,2219.02069
AGUA,3915,2018-11-27,2018-11-27,2,44.0731506,6,13392,613392,Chula Vista,Chula Vista city,73,6073,San Diego,San Diego County,2408.541131,178357.7105
CHAMBERS,23419,2022-03-16,2022-03-17,14,1.5472859,6,24092,624092,Fillmore,Fillmore city,111,6111,Ventura,Ventura County,443.2981206,6261.643852
MOON,73287,2022-08-14,2022-08-14,14,1.424808,6,78582,678582,Thousand Oaks,Thousand Oaks city,111,6111,Ventura,Ventura County,374.5759603,5765.993455
