FIPS_Code,County_FIPS_Code,County,State_FIPS_Code,State,value,month,year
06081,081,San Mateo,06,CA,2392,Sep,2017
06081,081,San Mateo,06,CA,2364,Oct,2017
06081,081,San Mateo,06,CA,2360,Nov,2017
06081,081,San Mateo,06,CA,2314,Dec,2017
06083,083,Santa Barbara,06,CA,1928,Jan,2017
06083,083,Santa Barbara,06,CA,1871,Feb,2017
06083,083,Santa Barbara,06,CA,1855,Mar,2017
06083,083,Santa Barbara,06,CA,1837,Apr,2017
06083,083,Santa Barbara,06,CA,1852,May,2017
06083,083,Santa Barbara,06,CA,1841,Jun,2017
06083,083,Santa Barbara,06,CA,1779,Jul,2017
06083,083,Santa Barbara,06,CA,1829,Aug,2017
06083,083,Santa Barbara,06,CA,1798,Sep,2017
06083,083,Santa Barbara,06,CA,1786,Oct,2017
06083,083,Santa Barbara,06,CA,1801,Nov,2017
06083,083,Santa Barbara,06,CA,1788,Dec,2017
06085,085,Santa Clara,06,CA,5707,Jan,2017
06085,085,Santa Clara,06,CA,5546,Feb,2017
06085,085,Santa Clara,06,CA,5391,Mar,2017
06085,085,Santa Clara,06,CA,5303,Apr,2017
06085,085,Santa Clara,06,CA,5201,May,2017
06085,085,Santa Clara,06,CA,5100,Jun,2017
06085,085,Santa Clara,06,CA,5507,Jul,2017
06085,085,Santa Clara,06,CA,5615,Aug,2017
06085,085,Santa Clara,06,CA,5591,Sep,2017
06085,085,Santa Clara,06,CA,5541,Oct,2017
06085,085,Santa Clara,06,CA,5428,Nov,2017
06085,085,Santa Clara,06,CA,5329,Dec,2017
06087,087,Santa Cruz,06,CA,992,Jan,2017
06087,087,Santa Cruz,06,CA,979,Feb,2017
06087,087,Santa Cruz,06,CA,956,Mar,2017
06087,087,Santa Cruz,06,CA,949,Apr,2017
06087,087,Santa Cruz,06,CA,922,May,2017
06087,087,Santa Cruz,06,CA,917,Jun,2017
06087,087,Santa Cruz,06,CA,919,Jul,2017
06087,087,Santa Cruz,06,CA,958,Aug,2017
06087,087,Santa Cruz,06,CA,964,Sep,2017
06087,087,Santa Cruz,06,CA,963,Oct,2017
06087,087,Santa Cruz,06,CA,977,Nov,2017
06087,087,Santa Cruz,06,CA,1002,Dec,2017
06089,089,Shasta,06,CA,3317,Jan,2017
06089,089,Shasta,06,CA,3300,Feb,2017
06089,089,Shasta,06,CA,3254,Mar,2017
06089,089,Shasta,06,CA,3257,Apr,2017
06089,089,Shasta,06,CA,3243,May,2017
06089,089,Shasta,06,CA,3217,Jun,2017
06089,089,Shasta,06,CA,3167,Jul,2017
06089,089,Shasta,06,CA,3225,Aug,2017
06089,089,Shasta,06,CA,3207,Sep,2017
06089,089,Shasta,06,CA,3197,Oct,2017
06089,089,Shasta,06,CA,3210,Nov,2017
06089,089,Shasta,06,CA,3164,Dec,2017
06091,091,Sierra,06,CA,96,Jan,2017
06091,091,Sierra,06,CA,108,Feb,2017
06091,091,Sierra,06,CA,112,Mar,2017
06091,091,Sierra,06,CA,102,Apr,2017
06091,091,Sierra,06,CA,101,May,2017
06091,091,Sierra,06,CA,98,Jun,2017
06091,091,Sierra,06,CA,99,Jul,2017
06091,091,Sierra,06,CA,99,Aug,2017
06091,091,Sierra,06,CA,98,Sep,2017
06091,091,Sierra,06,CA,98,Oct,2017
06091,091,Sierra,06,CA,97,Nov,2017
06091,091,Sierra,06,CA,97,Dec,2017
06093,093,Siskiyou,06,CA,1030,Jan,2017
06093,093,Siskiyou,06,CA,1027,Feb,2017
06093,093,Siskiyou,06,CA,1015,Mar,2017
06093,093,Siskiyou,06,CA,1025,Apr,2017
06093,093,Siskiyou,06,CA,1021,May,2017
